編號	名稱	分類	子分類	會長頭銜	會長姓名	成立日期	電話	核准立案字號	會址
184	中國地理學會	社會團體	(學術文化團體)	理事長	賴進貴  先生	23/01/07	02-2363-0231#33	0940070835	台北市大安區羅斯福路四段一號台大地理系轉
185	中國尖端功夫協會   (解散)	社會團體	(體育運動團體)	理事長	任樹德  	79/12/23	02-2993-7417		台北市復興北路三五六號三樓
186	中國早期教育發展協會	社會團體	(社會服務及慈善團體)	理事長	劉恩廷  先生	97/07/20	02-23719763	0970190743	新北市汐止區福德一路430巷24號3樓
187	中國老人教育協會	社會團體	(社會服務及慈善團體)	理事長	潘維剛  女士	83/08/13	02-2766-4416、02-2756-5010	83417	臺北市三民路35巷9號2樓
188	中國老子氣功養生協會	社會團體	(醫療衛生團體)	理事長	柯章南  先生	86/06/29	07-7019776	8621593	831高雄市大寮區中庄里忠孝路72號
189	中國考政學會	社會團體	(學術文化團體)	理事長	關中  先生	23/12/09	02-82366000	8106363	臺北市文山區試院路一號(考試院)
190	中國自治行政發展協會	社會團體	(學術文化團體)	理事長	陳志豪  	83/05/08	04-2222-3163	8312131	台中市復興路三段三六三號九樓二室
191	中國自然道藏傳承十三主公會	社會團體	(宗教團體)	理事長	陳彥旭  先生	99/03/28	037-552965	0990081898	苗栗縣竹南鎮竹興里11鄰竹圍街232巷27號
192	中國行政發展學會	社會團體	(學術文化團體)	理事長	廖勝雄  	80/08/11	04-2359-4863		台中市台中港路二段一八一號公行所省政研究班
193	中國行政學會	社會團體	(學術文化團體)	理事長	伍錦霖  先生	43/10/24	20-82366145	0940062737	臺北市文山區試院路1號考試院轉
194	中國佛武禪發展協進會   (解散)	社會團體	(宗教團體)	理事長	吉岳  	83/01/27	02-2836-1119		台北市長安東路一段四五之一號二樓
195	中國佛教大圓滿吉祥獅子學會   (解散)	社會團體	(宗教團體)	理事長	張和平  	86/01/12	02-2755-5029		台北市樂業街一五九巷十號六樓
196	中國佛教孔雀法協會   (解散)	社會團體	(宗教團體)	理事長	釋見如  	89/03/19	039-284-901		宜蘭縣礁溪鄉匏崙村匏崙路一二二號開成寺
197	中國佛教文化傳播協會   (解散)	社會團體	(宗教團體)	理事長	高仰崗  	81/11/23	02-2341-6062	8120853	台北市林森南路一四二號十二樓之一
198	中國佛教功德會	社會團體	(宗教團體)	理事長	李淑慧  女士	94/10/08	02-25671234	0940071257	臺北市中山區新生北路2段137巷53號
199	中國佛教全球供佛齋僧功德會	社會團體	(宗教團體)	理事長	釋楊悟空  先生	93/02/22	02-2911-1168	0930072232	新北市新店區北新路一段281號
200	中國佛教在家修促進會	社會團體	(宗教團體)	理事長	劉克偉  先生	80/04/14	07-3427925	920807	高雄市三民區鼎泰街161號
201	中國佛教法界宗無盡燈學會   (解散)	社會團體	(宗教團體)	理事長	黃正男  	82/03/17	04-2259-8711		台中市南屯區大墩十二街六一一號
202	中國佛教氣功推展協會	社會團體	(體育運動團體)	理事長	謝明勳  先生	82/09/29	02-27360176	8223162	臺北市永吉路189之2號3樓
203	中國佛教國際青年會	社會團體	(宗教團體)	理事長	王桓熙  先生	81/05/03	04-2418296		臺中市北屯區興安路2段461巷26號9樓
204	中國佛教傳佈協會	社會團體	(宗教團體)	理事長	釋圓榮(補選)  先生	81/01/05	06-656-2863		臺南市新營區台南縣新營市復興路161巷42號
205	中國佛教會	社會團體	(宗教團體)	理事長	釋圓宗(李正義)  先生	34/04/08	02-2321-9425	0940071256	100台北市中正區紹興北街六號
206	中國佛教優婆學會	社會團體	(宗教團體)	理事長	邱炳坤  	85/08/03	05-269-1293	8588480	嘉義縣溪口鄉溪西村中正路三○七之一號
207	中國佛教齋僧功德會   (解散)	社會團體	(宗教團體)	理事長	楊悟空  	83/08/20	02-2370-6081		台北市襄陽路十三之四號四樓
208	中國佛醫宗學會   (解散)	社會團體	(醫療衛生團體)	理事長	馬樹禮  	89/07/22	02-2378-9770	8926219	台北市基隆路二段一三一之一號十樓
209	中國作家協會	社會團體	(學術文化團體)	理事長	李殿魁  先生	78/05/28	02-22739478	9065549	新北市新店區達觀路14巷5號3樓
210	中國作家藝術家聯盟	社會團體	(學術文化團體)	理事長	王強華  	80/06/30	02-2686-5464	8002321	新北市樹林區長壽街三三號
211	中國宏揚儒宗聖道會	社會團體	(社會服務及慈善團體)	理事長	許盛鋒  先生	88/06/14	02-28914619	8825000	台北市北投區溫泉路86號
212	中國技藝協會	社會團體	(學術文化團體)	理事長	李棠華  	81/07/25	02-2331-8069	8183007	台北市重慶南路一段一○號四樓四○七Ａ室
213	中國投資理財諮詢協會	社會團體	(經濟業務團體)	理事長	楊仲萍  	89/01/05	02-23700528	8905474	台北市中正區忠孝西路1段50號22樓之2室
214	中國材料科學學會	社會團體	(學術文化團體)	理事長	蘇宗粲  女士	57/09/15	03-5916880	0910007638	310新竹縣竹東鎮中興路4段195號77館201R
215	中國杉木研究策進會   (解散)	社會團體	(經濟業務團體)	理事長	黃燕雄  	83/07/07	02-2396-2111	台(83)內社字第8317214號	台北市和平東路一段八七號一Ｏ樓
216	中國走回自然協會   (解散)	社會團體	(宗教團體)	理事長	陳弘明  先生	80/11/12	049-801-667		南投縣仁愛鄉大同村仁和路187號
217	中國身心靈健康暨生命能量提昇協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	林睿璋  	86/02/23	02-2712-0545		台北市復興北路二三一巷七號二樓
218	中國兒童天賦潛能發展協會	社會團體	(學術文化團體)	理事長	司徒光  先生	82/03/14	02-28128731	8208027	台北市士林區重慶北路四段二一三號三樓
219	中國兒童育發研究會	社會團體	(學術文化團體)	理事長	陳慶昌  	87/06/07	049-232-8888		南投縣草屯鎮中正路五五七之二二號
220	中國兒童發展研究會	社會團體	(學術文化團體)	理事長	陳慶昌  	87/06/07	049-232-8888		南投縣草屯鎮中正路五五七之二號
221	中國兩岸人才管理交流協會	社會團體	(經濟業務團體)	理事長	陳錦城  先生	86/04/26	02-2507-7370	8616728	104臺北市松江路29之2號3樓
222	中國兩岸人民權益促進協會	社會團體	(社會服務及慈善團體)	理事長	馬世衡  	92/02/23	02-25101-3663		台北市復興北路214號11樓之1
223	中國兩岸文化交流協會	社會團體	(學術文化團體)	理事長	林松輝  先生	87/05/02	02-2894-9712		新北市永和區文化路十六巷五弄九號一樓
224	中國兩岸文貿促進會   (解散)	社會團體	(學術文化團體)	理事長	王濟源  	84/08/12	02-2367-1137#12		台北市辛亥路一段二五巷六號六樓
225	中國兩岸文經交流協會	社會團體	(學術文化團體)	理事長	黎明松(補選)  先生	81/12/06	02-25671397	8120363	104臺北市中山區長安東路1段21號6樓
226	中國兩岸文經科技交流協會	社會團體	(學術文化團體)	理事長	陳兆伸  先生	92/02/16	02-25289688	0920021172	臺北市松山區敦化北路102號7樓
227	中國兩岸文經產業交流協會	社會團體	(經濟業務團體)	理事長	張寧生  先生	90/12/22	02-2528-9688	0900040529	彰化縣田中鎮新庄里中山街200號
228	中國兩岸民俗文化交流協會   (解散)	社會團體	(學術文化團體)	理事長	韋殿凱  	86/06/28	02-2322-2881		台北市杭州南路二段一０七號
229	中國兩岸民間交流協會	社會團體	(學術文化團體)	理事長	吳英黔  先生	81/03/22	02-2936-3271	8176523	116臺北市文山區木柵路2段109巷100弄2號5樓
230	中國兩岸建築家協會   (解散)	社會團體	(學術文化團體)	理事長	史景雄  先生	91/07/30	02-2703-0879	0910069422	台北市仁愛路3段28號6樓之3
231	中國兩岸新聞文經交流協會	社會團體	(學術文化團體)	理事長	盧其德  先生	86/03/25	02-24253554	8611561	基隆市正義路七十四巷十之一號二樓
232	中國兩岸經貿關係發展促進會	社會團體	(經濟業務團體)	理事長	王正典  先生	86/04/27	02-27403139	0940015670	臺北市中山區龍江路23號5樓
233	中國兩岸漁業發展協進會	社會團體	(經濟業務團體)	理事長	孫錫洲  	83/08/09	03-5362216	8320332	新竹市新竹市東大路四段三一五號
234	中國兩岸寬頻網路推行發展協會	社會團體	(經濟業務團體)	理事長	高仰止  先生	89/10/14	02-8712-3318	8972962	台北市敦化北路三三三巷七號
235	中國兩岸影藝協會   (解散)	社會團體	(學術文化團體)	理事長	邱復生  	80/11/15	02-2341-3131		台北市八德路一段四六號三樓
236	中國兩岸醫師交流協會	社會團體	(醫療衛生團體)	理事長	李光棟  先生	87/05/17	02-2370-9999		104臺北市松江路29-2號3樓
237	中國兩岸藝文經貿發展協會   (解散)	社會團體	(學術文化團體)	理事長	朱若愚  女士	91/06/22	02-2754-8980		台北市敦化南路1段294號10樓之8
238	中國兩岸礦業協進會   (解散)	社會團體	(經濟業務團體)	理事長	王義修  	87/05/17	02-2392-5939		台北市青島東路七號三樓之七
239	中國刮痧拔罐協會	社會團體	(醫療衛生團體)	理事長	吳宏禎  先生	83/05/29	02-23812136;02-23812135	8315341	110臺北市信義區光復南路473巷5之3號4樓
240	中國和平統一促進會	社會團體	(其他公益團體)	理事長	林原陞  先生	78/08/06	02-25676777	1000025411	臺北市新生北路一段51號2樓
241	中國周易風水命理研究會	社會團體	(學術文化團體)	理事長	高坤正  先生	95/12/09	02-29978998	0960046866	新北市新莊區公園路49號4樓
242	中國命相卜顧問協會	社會團體	(學術文化團體)	理事長	蕭提舜  先生	89/06/25	02-27564077	8977198	台北市松山區八德路4段245巷56弄18號
243	中國命相協會	社會團體	(學術文化團體)	理事長	張豐凱  先生	87/12/22	037-675-118	8896226	苗栗縣頭份鎮建國路48號1樓
244	中國命相堪輿協會	社會團體	(學術文化團體)	理事長	曾梅英  女士	88/01/31	04-631-5936	8896225	台中市北區文昌東一街50號
245	中國命理研習協會	社會團體	(學術文化團體)	理事長	張簡秋  	88/04/24	02-2375-4728	8892939	台北市昆明街四六號七樓之六
246	中國命運協會	社會團體	(學術文化團體)	理事長	周映君  女士	82/12/05	02-89682777	8228892	新北市板橋區國光路39號2樓
247	中國固有民間療法促進會	社會團體	(醫療衛生團體)	理事長	高金產  先生	84/05/28	02-23947302	8415487	臺北市重慶南路3段1號7樓之3
248	中國宗教大同推展協會	社會團體	(宗教團體)	理事長	杜葆樹  女士	90/04/28	02-29140871	9023409	新北市新店區新潭路1段35號
249	中國宗教文化和平促進會   (解散)	社會團體	(宗教團體)	理事長	黃英敏  	87/09/28	02-2371-6161		台北市武昌街一段七七號七樓
250	中國宗教文物協會   (解散)	社會團體	(宗教團體)	理事長	張統生  	86/02/02	02-2619-4382		台北縣八里鄉中山路六一之二號
251	中國宗教事務改革協會   (解散)	社會團體	(宗教團體)	理事長	楊悟空  	89/07/13	02-2533-0668		台北市中山區大直樂群二路臨三五號
252	中國宗教徒協會	社會團體	(宗教團體)	理事長	張檉  先生	32/05/22	02-2732-4477		台北市大安區臥龍街276號4樓
253	中國宗教道統弘揚促進會   (解散)	社會團體	(宗教團體)	理事長	戴昌明  	86/12/14	02-2896-4380		台北市北投區立德路一二０巷十五號二樓
254	中國宗喀巴佛學會	社會團體	(宗教團體)	理事長	林佳佳  女士	81/11/22	049-932-909	8119702	南投縣埔里鎮一新里永豐路八鄰九八號
255	中國性命雙修協會   (解散)	社會團體	(學術文化團體)	理事長	郭曜豪  	83/06/05	02-2934-5860		台北市北投區立農街二段一五五之一號七○五室
256	中國房地產研究發展協會	社會團體	(經濟業務團體)	理事長	葉添財  先生	83/06/25	02-2361-1677	台(83)內社字第8317842號	100臺北市中正區忠孝西路1段72號9樓
257	中國拉丁美洲協會   (解散)	社會團體	(國際團體)	理事長	路國華  	51/04/27	02-2731-7294		台北市復興南路一段八二號十四樓
258	中國易經五術師協會	社會團體	(學術文化團體)	理事長	陳婉菱  女士	91/05/22	04-2631-5936	0910018812	臺中市龍井區學員路一八四巷八號
259	中國易經姓名學師協會	社會團體	(學術文化團體)	理事長	謝宗和  先生	84/04/29	05-221-9511	0920073789	桃園市民富9街88號
260	中國易經哲學研究發展協會   (解散)	社會團體	(學術文化團體)	理事長	李松文  先生	87/06/21	02-27692339	8722810	台北市松山區富錦街486之2號
261	中國易經推廣教育學會	社會團體	(學術文化團體)	理事長	郭隆程  先生	97/08/17	04-22616988	0970155955	台中市南區復興路二段71巷70號
262	中國易經堪輿文化研究會	社會團體	(學術文化團體)	理事長	謝發琳  先生	88/02/27	02-23579998	0960115002	臺北市永康街17巷18-1號2樓
263	中國明代研究學會	社會團體	(學術文化團體)	理事長	邱仲麟  先生	84/01/08	02-2363-0214	8406228	臺北市大安區羅斯福路四段1號臺大歷史系
264	中國明易協會   (解散)	社會團體	(宗教團體)	理事長	林明德  	85/02/27	02-2835-0111		台北市松山區八德路四段三四五號七樓
265	中國東山濟世功德會   (解散)	社會團體	(社會服務及慈善團體)	理事長	盧中岳  	91/01/26	02-2871-7772		南投縣水里鄉玉峰村永樂巷67號
266	中國東方易理哲學教育研究會	社會團體	(學術文化團體)	理事長	黃春霖  先生	90/04/22	03-530-1505	9077131	新竹市牛埔東路32巷4號
267	中國東帝汶經貿文化協會	社會團體	(國際團體)	理事長	林文哲  	91/10/20	02-2356-9326		台北市羅斯福路一段94號12樓
268	中國松柏長青福利服務協會	社會團體	(社會服務及慈善團體)	理事長	蘇玉川  先生	88/10/07	07-6901084	0950079367	852高雄市茄萣區信義路3段156巷9弄7號
269	中國武術技藝協會	社會團體	(體育運動團體)	理事長	楊清富  	86/12/12	02-2975-5879	8689842	新北市三重區信義街七八號二樓
270	中國武當道教太玄法師協會	社會團體	(宗教團體)	理事長	邱春惠  女士	93/03/27	04-22087889	0930017618	台中市北屯區舊社里北屯路490巷32號
